tconst,primaryTitle,title,region,actor1,actor2,actor3,actor4,actor5,actress1,actress2,actress3,actress4,actress5,director1,director2,writer1,writer2,writer3,originalTitle,genre1,genre2,genre3,original_title,original_language,overview,origin_country,poster_path,tmdb_id
tt0102975,Star Trek VI: The Undiscovered Country,Star Trek VI : Terre inconnue,FR,Leonard Nimoy,DeForest Kelley,James Doohan,,,,,,,,Nicholas Meyer,,Gene Roddenberry,Lawrence Konner,Mark Rosenthal,Star Trek VI: The Undiscovered Country,Action,Adventure,Sci-Fi,Star Trek VI: The Undiscovered Country,en,"Alors que Spock, le capitaine Kirk et l'équipage de l'USS Enterprise escortent le chancelier Gordon jusqu'au centre de conférence où il doit signer un accord de paix avec l'Empire klingon, leur vaisseau est attaqué et le chancelier est abattu. Chang, un général Klingon, accuse Kirk, qu'il envoie en compagnie de McCoy sur l'astre de glace Rura Penthe. Spock ne dispose que de quelques jours pour sauver son ami et rétablir la paix menacée.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/gGYIfEDqKwPttvrhkbmtvyPEAd.jpg,174.0
tt6998518,Mandy,Mandy,FR,Linus Roache,Ned Dennehy,,,,Andrea Riseborough,,,,,Panos Cosmatos,,Aaron Stewart-Ahn,Casper Kelly,,Mandy,Action,Fantasy,Horror,Mandy,en,"Pacific Northwest, 1983. Red Miller et Mandy Bloom mènent une existence paisible et empreinte d'amour. Quand leur refuge est sauvagement détruit par les membres d'une secte dirigée par le sadique Jérémie Sand, Red est catapulté dans un voyage fantasmagorique marqué par la vengeance, le sang et le feu...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/m0yf7J7HsKeK6E81SMRcX8vx6mH.jpg,460885.0
tt1473832,Bridget Jones's Baby,Bridget Jones Baby,FR,,,,,,Renée Zellweger,Gemma Jones,Sally Phillips,,,Sharon Maguire,,Helen Fielding,Dan Mazer,Emma Thompson,Bridget Jones's Baby,Comedy,Drama,Romance,Bridget Jones's Baby,en,"Après avoir rompu avec Mark Darcy, Bridget se retrouve de nouveau célibataire, 40 ans passés, plus concentrée sur sa carrière et ses amis que sur sa vie amoureuse. Pour une fois, tout est sous contrôle! Jusqu’à ce que Bridget fasse la rencontre de Jack… Puis retrouve Darcy… Puis découvre qu’elle est enceinte… Mais de qui?",GB,https://image.tmdb.org/t/p/w600_and_h900_bestv2/wGK5jSBRcfA1bpPooX7BLf6Yf9v.jpg,95610.0
tt0205000,Deuce Bigalow: Male Gigolo,Gigolo à tout prix,FR,William Forsythe,Eddie Griffin,,,,Arija Bareikis,,,,,Mike Mitchell,,Harris Goldberg,,,Deuce Bigalow: Male Gigolo,Comedy,Romance,,Deuce Bigalow: Male Gigolo,en,"Nettoyeur d'aquarium, Deuce Bigalow doit un jour faire son travail chez un gigolo. Malheureusement il détruit sa maison et ne voit comme autre possibilité que de devenir Gigolo lui-même afin de vite récolter de l'argent pour la réparer. C'est ainsi que commence une nouvelle vie pour lui, à la rencontre de nouvelle cliente toute plus délirante les unes que les autres.",FR,https://image.tmdb.org/t/p/w600_and_h900_bestv2/w0UKAcY4fAPuQW2GhAoIMwutIA5.jpg,10402.0
tt0120844,Star Trek: Insurrection,Star Trek : Insurrection,FR,Jonathan Frakes,Brent Spiner,LeVar Burton,,,,,,,,,,Gene Roddenberry,Rick Berman,Michael Piller,Star Trek: Insurrection,Action,Adventure,Sci-Fi,Star Trek: Insurrection,en,"Les pacifiques Ba'ku, au nombre de six cents, vivent depuis plus de trois cents ans dans un village idyllique, le Carré de Bruyère. Ils ont renoncé au monde moderne et à la technologie en faveur d'un mode de vie agraire et équilibré. Mais, parce qu'ils ont découvert le secret de l’éternelle jeunesse, leur communauté est menacée par les rebelles Son'a qui décident de s'approprier leur territoire. Menés par Ru'afo qui a reçu l'aval de la Fédération, ils préparent ni plus ni moins l’élimination pure et simple de la population Ba'ku. Le capitaine Picard découvre leur projet.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/opQjWTGt7jIAt9g647iaX4cc63e.jpg,200.0
tt3713166,Unfriended,Unfriended,FR,,,,,,Heather Sossaman,Courtney Halverson,Shelley Hennig,,,Levan Gabriadze,,Nelson Greaves,,,Unfriended,Horror,Mystery,Thriller,Unfriended,en,"Une jeune lycéenne se suicide après qu'une vidéo compromettante sur elle ait été publiée sur Internet. Un an plus tard, six de ses amis se connectent, un soir, sur skype, pour ""tchater"" entre eux. Mais une septième personne, inconnue des autres, se connecte également. Cet intrus se montre très vite sous un visage inquiétant et menace les six amis de tuer le premier qui se déconnectera. Peu à peu, les événements tragiques qui ont marqué la bande, un an plus tôt, refont surface et se montrent sous un nouveau jour.",RU,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jS2KDUROSaAxBqerik7mopMCG8v.jpg,277685.0
tt1491044,The Iceman,The Iceman,FR,Chris Evans,James Franco,,,,Winona Ryder,,,,,Ariel Vromen,,Morgan Land,Anthony Bruno,Jim Thebaut,The Iceman,Biography,Crime,Drama,The Iceman,en,"Tirée de faits réels, voici l’histoire de Richard Kuklinski, surnommé «The Iceman», un tueur à gages qui fut condamné pour une centaine de meurtres commandités par différentes organisations criminelles new-yorkaises. Menant une double vie pendant plus de 20 ans, ce pur modèle du rêve américain vivait auprès de sa superbe femme, Deborah Pellicotti, et de leurs enfants, tout en étant secrètement un redoutable tueur professionnel. Lorsqu’il fut finalement arrêté par les fédéraux en 1986, ni sa femme, ni ses filles, ni ses proches ne s’étaient douté un seul instant qu’il était un assassin. Pourquoi l’est-il devenu, et comment a-t-il réussi à continuer pendant si longtemps?",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kbNJpUUNjdabfVEwHiplnN74tkr.jpg,68812.0
tt0368909,Ong-Bak: The Thai Warrior,Ong-bak,FR,Petchtai Wongkamlao,Suchao Pongwilai,,,,Pumwaree Yodkamol,,,,,Prachya Pinkaew,,Panna Rittikrai,Suphachai Sittiaumponpan,,Ong-bak,Action,Crime,Thriller,องค์บาก,th,"Nong Pradu, un village paisible niché dans une vallée boisée de Thaïlande, est en deuil après le vol de son Bouddha sacré : Ong-Bak. Ting, entraîné secrètement au Muay Thai, art ancien de boxe thaï, se désigne pour aller le récupérer dans la fournaise de Bangkok.",TH,https://image.tmdb.org/t/p/w600_and_h900_bestv2/qXszTriwTUpwFQ6NhsWdJddt2Z1.jpg,9316.0
tt0092086,Three Amigos!,¡Trois amigos!,FR,Chevy Chase,Martin Short,Alfonso Arau,,,,,,,,John Landis,,Lorne Michaels,Randy Newman,,Three Amigos!,Comedy,Western,,¡Three Amigos!,en,"À Mexico en 1916, Carmen, accompagnée de Rodrigo, venus d'un petit village du nom de Santo Poco, demandent de l'aide dans un bar, afin de chasser El Guapo, qui les tyrannise. Mais le seul volontaire qui se présente ne s'intéresse qu'aux beaux yeux de Carmen. S'enfuyant du bar, Carmen et Rodrigo se retrouvent dans une église, où sur un écran, elle aperçoit trois justiciers en action: Lucky, Ned et Dusty, aussi connus sous le nom des Trois Amigos, qui viennent en aide à un petit village en y chassant des bandits. Carmen décide de leur envoyer un télégramme, les invitant à venir dans leur village, pour y faire subir le même sort à El Guapo. Ce que Carmen ignore, c'est que Lucky, Ned et Dusty ne sont en fait que des acteurs du cinématographe, spécialisés dans les rôles de cow-boys justiciers.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dmDMQ3ejlB4eiVUc2krA8DPjTOd.jpg,8388.0
tt0385307,Miss Congeniality 2: Armed & Fabulous,Miss FBI: Divinement armée,FR,Enrique Murciano,,,,,Sandra Bullock,Regina King,,,,John Pasquin,,Marc Lawrence,Katie Ford,Caryn Lucas,Miss Congeniality 2: Armed & Fabulous,Action,Comedy,Crime,Miss Congeniality 2: Armed and Fabulous,en,"Après avoir brillamment sauvé le concours de Miss USA, Gracie Hart prend goût à la célébrité et quitte son poste d'agent pour devenir l'égérie du FBI. Mais lorsque sa meilleure amie du concours, Cheryl Frazier, et le présentateur, Stan Fields, sont kidnappés à Las Vegas, elle reprend du service pour les sauver.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/hFTb8JVNCTw7Ez8SYKewuoLfRVC.jpg,10040.0
tt2226597,The Mountain Between Us,La Montagne entre nous,FR,Beau Bridges,Dermot Mulroney,,,,Kate Winslet,,,,,Hany Abu-Assad,,Chris Weitz,J. Mills Goodloe,Charles Martin,The Mountain Between Us,Action,Adventure,Drama,The Mountain Between Us,en,"Livrés à eux-mêmes après le crash de leur avion, en pleine montagne, deux étrangers doivent compter l’un sur l’autre pour faire face aux conditions extrêmes. Réalisant qu’ils n’ont aucun espoir d’être secourus, ils tentent leur chance à travers des centaines de kilomètres de nature hostile, acceptant que ce n’est qu’ensemble qu’ils pourront trouver le courage de tenter de survivre.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/l34UD7MXU9JecqnieXZDlcokZmp.jpg,290512.0
tt0091251,Come and See,Requiem pour un massacre - Va et regarde,FR,Liubomiras Laucevicius,Vladas Bagdonas,,,,Olga Mironova,,,,,Elem Klimov,,Ales Adamovich,,,Idi i smotri,Drama,Thriller,War,Иди и смотри,ru,"Pendant la Seconde Guerre mondiale, Fliora, jeune garçon d'un village de Biélorussie occupé par les troupes nazies, s'engage, bien que trop jeune, chez les partisans. Il va découvrir l'amour, la fraternité, la souffrance, la guerre.",SU,https://image.tmdb.org/t/p/w600_and_h900_bestv2/8aDq6vxmG6clcp2vywWltuXDUYi.jpg,25237.0
tt0091419,Little Shop of Horrors,La petite boutique des horreurs,FR,Vincent Gardenia,Levi Stubbs,,,,Ellen Greene,,,,,Frank Oz,,Howard Ashman,Roger Corman,Charles B. Griffith,Little Shop of Horrors,Comedy,Horror,Musical,Little Shop of Horrors,en,"Dans le quartier le plus miteux de New York, Skid Row, se trouve une modeste boutique de fleurs. Les affaires vont mal et Mr. Mushnik, la mort dans l'âme, décide de fermer son magasin. C'est alors que Seymour, son employé, met en vitrine une fleur exotique achetée à un fleuriste chinois.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/A1Rid7O0ucoT4g5yeFBF3ydiuSj.jpg,10776.0
tt5323662,A Silent Voice: The Movie,Silent Voice,FR,Kenshô Ono,,,,,Saori Hayami,Aoi Yûki,,,,Naoko Yamada,,Yoshitoki Oima,Reiko Yoshida,Kiyoshi Shigematsu,Koe no katachi,Animation,Drama,,映画 聲の形,ja,"Nishimiya est une élève douce et attentionnée. Chaque jour, elle est harcelée par Ishida, car elle est sourde. Dénoncé pour son comportement, le garçon est à son tour mis à l’écart et renvoyé de l’école… Des années plus tard, il apprend la langue des signes… et part à la recherche de la jeune fille.",JP,https://image.tmdb.org/t/p/w600_and_h900_bestv2/xjeYI75uMBtBjNlJ0cDJZDFg5Yv.jpg,378064.0
tt1178663,Whatever Works,Whatever Works,FR,Henry Cavill,Adam Brooks,,,,Evan Rachel Wood,,,,,Woody Allen,,,,,Whatever Works,Comedy,Romance,,Whatever Works,en,"Boris Yellnikoff est un génie de la physique qui a raté son mariage, son prix Nobel et même son suicide. Désormais, ce brillant misanthrope vit seul, jusqu'au soir où une jeune fugueuse, Melody, se retrouve affamée et transie de froid devant sa porte. Boris lui accorde l'asile pour quelques nuits. Rapidement, Melody s'installe.",FR,https://image.tmdb.org/t/p/w600_and_h900_bestv2/geQfi7TEw25TgZi3d8J4tPH2Rs9.jpg,19265.0
tt6566576,Fear Street: Part One - 1994,Fear Street - Partie 1: 1994,FR,,,,,,Kiana Madeira,Olivia Scott Welch,Julia Rehwald,,,Leigh Janiak,,R.L. Stine,Kyle Killen,Phil Graziadei,Fear Street: 1994,Drama,Horror,Mystery,Fear Street: 1994,en,"Deux adolescentes homosexuelles, à deux époques distinctes, l'une dans les années 1600 et l'autre au milieu des années 1990, se retrouvent confrontées aux horreurs de leur petite ville de Shadyside...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/eiHSvvfVnv5BMJsUPSwFVek3htn.jpg,591273.0
tt4682266,The New Mutants,Les nouveaux mutants,FR,,,,,,Maisie Williams,Anya Taylor-Joy,Alice Braga,,,Josh Boone,,Knate Lee,,,The New Mutants,Action,Horror,Mystery,The New Mutants,en,"Les Mutants sont les plus dangereux, pour eux-mêmes comme pour les autres, lorsqu’ils découvrent leurs pouvoirs. Détenus dans une division secrète contre leur volonté,  cinq nouveaux mutants doivent apprivoiser leurs dons et assumer les erreurs graves de leur passé. Traqués par une puissance surnaturelle, leurs peurs les plus terrifiantes vont devenir réalité.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/kjot4mzVlUuCu87se0bBAyjkrJK.jpg,340102.0
tt3530002,The Night Before,The Night Before - Secret Party,FR,Seth Rogen,,,,,Jillian Bell,Lizzy Caplan,,,,Jonathan Levine,,Kyle Hunter,Ariel Shaffir,Evan Goldberg,The Night Before,Comedy,Fantasy,,The Night Before,en,"Pendant une décennie, Ethan, Isaac et Chris ont célébré la veille de Noël avec une nuit de débauche et d'hilarité. Devenus adultes, les amis d'enfance considèrent qu'il est temps désormais d'abolir la tradition. Ils se préparent donc à passer une dernière veille de Noël entre amis.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/fAHpxenDKQ1cZt3X6XFdqnXMEuA.jpg,296100.0
tt3420504,Finch,Finch,FR,Caleb Landry Jones,,,,,Marie Wagenman,Lora Martinez-Cunningham,,,,Miguel Sapochnik,,Craig Luck,Ivor Powell,,Finch,Adventure,Drama,Sci-Fi,Finch,en,"Finch est le dernier homme sur Terre. Souffrant de sa condition de mortel, l'inventeur construit un robot afin de prendre soin de son chien bien-aimé. Le trio se lance dans un voyage à travers le pays. Le scientifique en profite pour apprendre à sa création le sens de l'amour et de l'amitié pour assumer la charge d'un animal et que ce dernier, en retour, puisse accepter ce nouveau maître.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg,522402.0
tt3861390,Dumbo,Dumbo,FR,Michael Keaton,Danny DeVito,,,,Eva Green,,,,,Tim Burton,,Ehren Kruger,Helen Aberson,Harold Pearl,Dumbo,Adventure,Family,Fantasy,Dumbo,en,"Holt Farrier, une ancienne star du cirque, voit sa vie changer au retour de la guerre. Le gérant Max Medici engage le père de famille pour s’occuper de leur nouveau éléphanteau, Dumbo, dont les larges oreilles sont déjà une source de moquerie auprès des visiteurs. Mais quand les enfants de Holt découvrent que l’éléphant peut voler, l’entrepreneur très persuasif V.A. Vandevere et la trapéziste Colette Marchant entrent en piste afin de faire de Dumbo une véritable star.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/aMobzqC8FXQbT5OetZz2H3mpRSX.jpg,329996.0
tt4954522,Raw,Grave,FR,Laurent Lucas,,,,,Garance Marillier,Ella Rumpf,,,,Julia Ducournau,,,,,Grave,Drama,Horror,,Grave,fr,"Dans la famille de Justine tout le monde est vétérinaire et végétarien. À 16 ans, elle est une adolescente surdouée sur le point d’intégrer l’école véto où sa sœur ainée est également élève. Mais, à peine installés, le bizutage commence pour les premières années. On force Justine à manger de la viande crue. C’est la première fois de sa vie. Les conséquences ne se font pas attendre. Justine découvre sa vraie nature.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/rezrNBKn6xFTOy5uz0zKV2QQD62.jpg,393519.0
tt0477051,Norbit,Norbit,FR,Terry Crews,Clifton Powell,,,,Thandiwe Newton,,,,,Brian Robbins,,Charlie Murphy,Jay Scherick,David Ronn,Norbit,Comedy,Romance,,Norbit,en,"L'histoire de Norbit Albert Rice a tout d'un conte de fées. Recueilli et élevé par un vieux restaurateur chinois, Mr. Wong, ce gentil petit orphelin rencontre à huit ans la douce et jolie Kate, dont il tombe éperdument amoureux. Un cruel destin ne tarde pas à les séparer. A neuf ans, Norbit devient à son corps défendant le protégé de Rasputia. Après l'avoir arraché aux griffes de trois brutes, cette gamine méchamment musclée jette son dévolu sur lui. Craignant son redoutable crochet du droit, timide Norbit cède à ses avances et devient son petit ami.Les années passent, il épouse la mégère et tombe sous la coupe de ses trois abominables beaux-frères qui font régner la terreur dans toute la région. Cette histoire serait bien trop triste si Kate, plus radieuse que jamais, ne revenait en ville, bien décidée à lui donner une fin heureuse et à sauver Norbit, fût-ce malgré lui...",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/2ubHiDPU5GcVetVXME51pKlc7ga.jpg,9757.0
tt7014006,Eighth Grade,Dernière Année,FR,Jake Ryan,,,,,Elsie Fisher,Emily Robinson,,,,Bo Burnham,,,,,Eighth Grade,Comedy,Drama,,Eighth Grade,en,"Kayla Day a toujours son téléphone en main, espérant trouver des connexions en ligne qui pourraient compenser celles qu'elle est incapable de forger dans sa vie de tous les jours. Elle réalise des vidéos YouTube destinées à d'autres adolescents confrontés à des problèmes similaires - sentiments d'isolement, d'anxiété et d'invisibilité - mais après avoir si facilement mobilisé cette sagesse et cette confiance en s'adressant à son auditoire (à peine existant), Kayla la trouve paralysante . Au cours de la dernière semaine d'une année scolaire si désastreuse et avec le lycée qui se profile à l'horizon, Kayla s'efforce de combler le fossé qui sépare la façon dont elle se perçoit et la personne qu'elle croit devoir être.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/mXgZu4L5sbOFUb8ozAx7HiLlHQR.jpg,489925.0
tt0344510,A Very Long Engagement,Un long dimanche de fiançailles,FR,Dominique Pinon,,,,,Audrey Tautou,Jodie Foster,,,,Jean-Pierre Jeunet,,Sébastien Japrisot,Guillaume Laurant,,Un long dimanche de fiançailles,Drama,Mystery,Romance,Un long dimanche de fiançailles,fr,"En 1919, Mathilde a 19 ans. Deux ans plus tôt, son fiancé Manech est parti sur le front de la Somme. Comme des millions d'autres, il est ""mort au champ d'honneur"". C'est écrit noir sur blanc sur l'avis officiel. Pourtant, Mathilde refuse d'admettre cette évidence. Si Manech était mort, elle le saurait ! Elle se raccroche à son intuition comme au dernier fil ténu qui la relierait encore à son amant. Un ancien sergent a beau lui raconter que Manech est mort sur le no man's land d'une tranchée nommée Bingo Crépuscule, en compagnie de quatre autres condamnés à mort pour mutilation volontaire ; rien n'y fait. Mathilde refuse de lâcher le fil. Elle s'y cramponne avec la foi du charbonnier et se lance dans une véritable contre-enquête. De faux espoirs en incertitudes, elle va démêler peu à peu la vérité sur le sort de Manech et de ses quatre camarades.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/3E1RD1EmGsyFL7X8QPnqfIgmQFG.jpg,2841.0
tt10633456,Minari,Minari,FR,Alan S. Kim,,,,,Yeri Han,Noel Cho,,,,Lee Isaac Chung,,,,,Minari,Drama,,,Minari,en,"Une famille américano-coréenne décide de s’installer dans une petite ferme de l’Arkansas pour vivre leur « rêve américain ». La maison familiale change complètement avec l’arrivée de la grand-mère sournoise, grossière, mais excessivement aimante. Entre l’instabilité et les défis qu’offrent cette nouvelle vie dans les monts Ozarks, la famille va faire preuve d’une incroyable résilience et apprendra ce que signifie vraiment « être chez soi ».",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/4d201AGKOe7QnSTqROcoCcvznYG.jpg,615643.0
tt3387520,Scary Stories to Tell in the Dark,Scary Stories,FR,Gabriel Rush,Austin Abrams,,,,Zoe Margaret Colletti,,,,,André Øvredal,,Marcus Dunstan,Dan Hageman,Kevin Hageman,Scary Stories to Tell in the Dark,Adventure,Horror,Mystery,Scary Stories to Tell in the Dark,en,"Dans un manoir abandonné, un groupe de jeunes trouve un livre qui raconte des histoires terrifiantes. Mais cette trouvaille n’est pas sans conséquence : la lecture du livre permet à ses effroyables créatures de prendre vie… La petite ville va alors faire face à une vague de morts particulièrement atroces, et chacun devra affronter ses pires peurs pour sauver les habitants et arrêter ce carnage.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/f0GiRCqW3fMby4uIfBVajOnZjpn.jpg,417384.0
tt8075192,Shoplifters,Une affaire de famille,FR,,,,,,Sakura Andô,Kirin Kiki,Mayu Matsuoka,,,Hirokazu Koreeda,,,,,Manbiki kazoku,Crime,Drama,,万引き家族,ja,"Au retour d’une nouvelle expédition de vol à l’étalage, Osamu et son fils recueillent dans la rue une petite fille qui semble livrée à elle-même. D’abord réticente à l’idée d’abriter l’enfant pour la nuit, la femme d’Osamu accepte de s’occuper d’elle lorsqu‘elle comprend que ses parents la maltraitent. En dépit de leur pauvreté, survivant de petites rapines qui complètent leurs maigres salaires, les membres de cette famille semblent vivre heureux,  jusqu’à ce qu’un incident révèle brutalement leurs plus terribles secrets…",JP,https://image.tmdb.org/t/p/w600_and_h900_bestv2/6dIDuy8SyY3uZvESWsNbBu1I8nC.jpg,505192.0
tt0243736,40 Days and 40 Nights,40 jours et 40 nuits,FR,Paulo Costanzo,Adam Trese,,,,Shannyn Sossamon,,,,,Michael Lehmann,,Rob Perez,,,40 Days and 40 Nights,Comedy,Romance,,40 Days and 40 Nights,en,"Matt Sullivan sort d’une rupture douloureuse. Sa dernière grande histoire d’amour s’est soldée par un véritable échec.A vingt-huit ans, Matt jouit d’une solide réputation de tombeur. Concepteur de sites Internet, il fréquente les milieux branchés de San Francisco, côtoie les plus belles femmes et multiplie les conquêtes. Mais celui-ci se lance un défi : pendant quarante jours et quarante nuits, ce séducteur impénitent s’abstiendra de toute relation sexuelle, fuira toute tentation charnelle, refusera baisers, flirts et caresses. S’il y parvient, ce sera la première fois qu’il respectera un engagement jusqu’au bout.Matt a enfin l’impression de contrôler ses envies et son destin. Jusqu’au jour où il fait la rencontre d’Erica. Cette fille à la fois sexy, intelligente, épanouie et débordante d’humour, le rend complètement fou…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ikvSf0TyqB6tutmMqH61BkhRsec.jpg,2752.0
tt10280276,Coolie No. 1,Coolie No. 1,FR,Paresh Rawal,Jaaved Jaaferi,,,,Sara Ali Khan,,,,,David Dhawan,,Rumi Jaffery,Farhad Samji,,Coolie No. 1,Action,Comedy,Romance,Coolie No. 1,hi,,IN,https://image.tmdb.org/t/p/w600_and_h900_bestv2/5J2LiufXsOPAtO7ZiMBx0ksuoPu.jpg,614179.0
tt0101921,Fried Green Tomatoes,Beignets de tomates vertes,FR,,,,,,Kathy Bates,Jessica Tandy,Mary Stuart Masterson,Mary-Louise Parker,,Jon Avnet,,Fannie Flagg,Carol Sobieski,,Fried Green Tomatoes,Drama,,,Fried Green Tomatoes,en,"De nos jours, en Alabama, Evelyn Couch, femme au foyer, mène une existence monotone jusqu'à ce qu'elle rencontre Ninny Threadgood, une vieille dame extraordinaire, qui va lui redonner goût à la vie. Celle-ci lui raconte sa jeunesse, 60 ans plus tôt, à Whistle Stop, petite bourgade du sud des Etats-Unis. L'histoire que raconte Ninny est celle de l'amitié entre deux femmes: Idgie, forte tête, véritable garçon manqué, et Ruth, douce et remarquable cuisinière. Mariée à Franck Bennett, un homme violent, Ruth finit par appeler Idgie au secours, et s'enfuit avec elle. Les deux femmes décident d'ouvrir un restaurant. Mais Bennett n'a pas dit son dernier mot...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/ajyPxWkRBH6TAvPO8A0LHlfxoEt.jpg,1633.0
tt1034415,Suspiria,Suspiria,FR,,,,,,Chloë Grace Moretz,Tilda Swinton,Doris Hick,Malgorzata Bela,,Luca Guadagnino,,Dario Argento,Daria Nicolodi,David Kajganich,Suspiria,Drama,Fantasy,Horror,Suspiria,en,"Susie Bannion, jeune danseuse américaine, débarque à Berlin dans l'espoir d'intégrer la célèbre compagnie de danse Helena Markos. Madame Blanc, sa chorégraphe, impressionnée par son talent, promeut Susie danseuse étoile. Tandis que les répétitions du ballet final s’intensifient, les deux femmes deviennent de plus en plus proches. C’est alors que Susie commence à faire de terrifiantes découvertes sur la compagnie et celles qui la dirigent…",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/tmPhFQBUsxMuDUmGr0ysKTZAQEg.jpg,361292.0
tt0790628,The Incredible Burt Wonderstone,L'incroyable Burt Wonderstone,FR,Luke Vanek,Steve Buscemi,Mason Cook,,,,,,,,Don Scardino,,Jonathan Goldstein,John Francis Daley,Chad Kultgen,The Incredible Burt Wonderstone,Comedy,,,The Incredible Burt Wonderstone,en,"Burt Wonderstone et Anton Marvelton ont été les rois de la magie à Las Vegas pendant des années. Mais les partenaires, très complices sur scène ont fini par se détester à la ville sans que leur public n'en sache rien. Et les vieux routiers de l'illusion doivent affronter un nouveau péril en la personne de Steve Gray, magicien qui semble capter un public toujours plus grand. Pour Burt et Anton, c'est l'heure de vérité, et peut-être le moment d'enterrer la hache de guerre pour retrouver le plaisir de la magie...",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/iRUnMedYNuZD71FNPoCJFHgR4Kf.jpg,124459.0
tt1740707,Trollhunter,Troll Hunter,FR,Robert Stoltenberg,Knut Nærum,Glenn Erland Tosterud,,,,,,,,André Øvredal,,,,,Trolljegeren,Drama,Fantasy,Horror,Trolljegeren,nb,"Un groupe d'étudiants norvégiens part à la recherche de mystérieux trolls géants. Au fil de leurs recherches, ils vont découvrir ce que le gouvernement leur a caché pendant des années...",NO,https://image.tmdb.org/t/p/w600_and_h900_bestv2/q6QLb0EQOjwlTTMeQ8chmYR8jl4.jpg,46146.0
tt0119925,The Postman,Postman,FR,Will Patton,Larenz Tate,,,,Olivia Williams,,,,,,,David Brin,Eric Roth,Brian Helgeland,The Postman,Action,Adventure,Drama,The Postman,en,"En 2013, dans l'Ouest américain, une guerre d'une ampleur sans précédent a fait voler en éclats les structures de la société et bouleverse l'écosystème. Les survivants vivent dans des hameaux de fortune sous le joug d'un général auto-proclamé du nom de Bethlehem, qui fait régner la terreur. Un vagabond anonyme croise un jour le chemin du despote.",,https://image.tmdb.org/t/p/w600_and_h900_bestv2/dEC8AiTUfTbJJhaZHW9mbKw70cu.jpg,9922.0
tt1355631,The Infiltrator,Infiltrator,FR,John Leguizamo,,,,,Diane Kruger,Amy Ryan,,,,Brad Furman,,Ellen Furman,Robert Mazur,,The Infiltrator,Biography,Crime,Drama,The Infiltrator,en,"L’agent fédéral Bob Mazur a pour mission d’infiltrer le cartel de drogue de Pablo Escobar. Son but : faire tomber 85 barons et une banque internationale. Son plan : s’inventer un passé, une identité, une fiancée. Son risque : le moindre faux pas lui serait fatal.",US,https://image.tmdb.org/t/p/w600_and_h900_bestv2/9pcGWoHOOScUUnVeKzTw7Rnljda.jpg,325789.0
tt0970452,Solomon Kane,Solomon Kane,FR,Max von Sydow,Pete Postlethwaite,,,,Rachel Hurd-Wood,,,,,M.J. Bassett,,Robert E. Howard,,,Solomon Kane,Action,Adventure,Fantasy,Solomon Kane,en,"Dans un XVIème siècle ravagé par les guerres, le capitaine Solomon Kane est une redoutable machine à tuer, aussi brutale qu'efficace. Armé des pistolets qui font sa marque, de sa dague et de sa rapière, lui et ses hommes laissent libre cours à leur soif de sang alors qu'ils combattent au nom de l'Angleterre d'un continent à l'autre. Pourtant, lorsque Kane décide d'attaquer une mystérieuse forteresse quelque part en Afrique du Nord, sa mission va prendre un tournant fatal... Un par un, ses hommes sont décimés par des créatures démoniaques, jusqu'à ce qu'il reste seul face à l'envoyé du diable, venu des profondeurs de l'Enfer pour s'emparer de son âme atrocement corrompue. Kane parvient à s'échapper, mais il sait qu'il doit maintenant se racheter en renonçant à la violence et en se consacrant désormais à une vie de paix et de pureté.",FR,https://image.tmdb.org/t/p/w600_and_h900_bestv2/zYcxzrLBO5gZ4HH8hpWuPH86358.jpg,32985.0
